Incident_ID,Age,Gender,Race,School_Affiliation,Shooter_Outcome,Shooter_Died,Injury
20230122WAMOT,Adult,,,No Relation,Fled/Escaped,No,
20230121FLGLB,23,Male,Black,No Relation,Apprehended/Killed by LE,No,
20230120MNWAS,19,Male,Asian,Student,Fled/Apprehended,No,
20230119NYEAB,17,Male,,Student,Fled/Apprehended,No,
20230118NYCAQ,13,Male,,Student,Fled/Apprehended,No,
20230118OKDED,18,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20230117FLMAB,17,Male,,Student,Fled/Apprehended,No,
20230117FLMAB,11,Male,,Student,Fled/Apprehended,No,
20230111VTSPV,14,,,Student,Fled/Apprehended,No,
20230111VALAP,,,,,Fled/Escaped,No,
20230110UTWES,,,,,Fled/Escaped,No,
20230110KYSAS,Adult,,,Other Staff,Fled/Apprehended,No,Wounded
20230110DEWIN,16,Male,,Student,Fled/Apprehended,No,
20230110OHJOC,,,,,Fled/Escaped,No,
20230110LABON,,,,,Fled/Escaped,No,
20230109VAPRW,18,Male,,No Relation,Fled/Apprehended,No,
20230107ORFRP,15,Male,,Student,Fled/Apprehended,No,
20230106MDBEB,16,Male,,Student,Fled/Apprehended,No,
20230106MDBEB,17,Male,,Student,Fled/Apprehended,No,
20230106MIOAD,,,,,Fled/Apprehended,No,
20230106FLWEA,,Male,,,Fled/Escaped,No,
20230106VARIN,6,Male,,Student,,No,
20230105OHBEC,15,Male,,Student,Fled/Apprehended,No,
20230105NYFRR,,,,,Fled/Escaped,No,
20230104MITRD,,,,No Relation,Fled/Escaped,No,
20221221CTNEN,,,,No Relation,Fled/Escaped,No,
20221221CAWOW,Adult,,,No Relation,Fled/Apprehended,No,
20221216ILBEC,16,Male,,Former Student,Fled/Apprehended,No,
20221214OHLIC,Teen,,,Student,Fled/Escaped,No,
20221212ORGRP,,,,,Fled/Escaped,No,
20221210TNBRC,,,,,Fled/Escaped,No,
20221209PAMEP,,,,No Relation,Fled/Escaped,No,
20221209OHMED,,,,,Fled/Escaped,No,
20221208NCFUG,12,Male,,Student,Subdued by Students/Staff/Other,No,
20221208MDSUD,14,Male,,Student,Fled/Apprehended,No,
20221206ALLEM,,,,,Apprehended/Killed by LE,No,
20221206MOCOS,20,Female,,No Relation,Apprehended/Killed by SRO,No,Wounded
20221206INSUW,11,Male,,Student,Apprehended/Killed by LE,No,
20221206ILMIC,,,,,Fled/Escaped,No,
20221206MDHAH,Teen,Male,,Student,Fled/Apprehended,No,
20221205TNFRM,15,Male,,Student,Fled/Apprehended,No,
20221203WISOM,27,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20221202DEDEW,Adult,Male,,No Relation,Fled/Apprehended,No,
20221121MIHED,Teen,Male,Black,Nonstudent,Fled/Apprehended,No,
20221121MIHED,16,Male,Black,,Fled/Apprehended,No,
20221121MIHED,Teen,Male,Black,,Fled/Escaped,No,
20221122MISTS,,,,,Fled/Escaped,No,
20221118NYROS,,,,,Fled/Escaped,No,
20221118DCJAW,,Male,,,Fled/Escaped,No,
20221117CAEAL,,,,,Fled/Escaped,No,
20221117INSOC,Adult,Male,,Police Officer/SRO,Law Enforcement,No,
20221116ORMCM,,,,,Fled/Escaped,No,
20221116NCLUL,Adult,Male,,,Fled/Escaped,No,
20221115TNMAN,Adult,Male,,No Relation,Fled/Escaped,No,
20221115LABAB,Adult,Male,,No Relation,Apprehended/Killed by SRO,No,Wounded
20221115LABAB,Teen,Male,,No Relation,Apprehended/Killed by SRO,No,Wounded
20221112FLJOO,Teen,Male,,,Fled/Escaped,No,
20221112FLJOO,17,Male,Black,Former Student,Fled/Apprehended,No,
20221112FLJOO,15,Male,,,Fled/Apprehended,No,
20221111MSRAR,,,,,Fled/Escaped,No,
20221109KYCAC,37,Male,,Parent,Surrendered,No,Wounded
20221108WAINS,14,Male,,Student,Fled/Apprehended,No,
20221106VAHUH,Adult,Male,,No Relation,Fled/Apprehended,No,
20221105TXDAF,Adult,,,Police Officer/SRO,Law Enforcement,No,
20221104KYVAL,20,Male,,No Relation,Fled/Apprehended,No,
20221103GASHS,,,,,Fled/Escaped,No,
20221102DCMCW,Teen,Male,,,Fled/Escaped,No,
20221029TXAVA,Teen,Male,,No Relation,Fled/Escaped,No,
20221029COCRH,65,Male,,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by LE,No,
20221028NCWAT,20,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20221028TXROR,Teen,Male,,Student,Apprehended/Killed by SRO,No,
20221028ARROR,12,,,,Fled/Apprehended,No,
20221026TXUTU,Adult,Male,,Other Staff,Surrendered,No,
20221026ILMIW,,,,No Relation,Fled/Escaped,No,
20221025PAPAP,Adult,Male,,No Relation,Fled/Apprehended,No,
20221025NYTOS,Teen,Male,,Student,Fled/Escaped,No,
20221024MOCES,19,Male,,Former Student,Apprehended/Killed by LE,Yes,Fatal
20221022OHDUC,,,,No Relation,Fled/Escaped,No,
20221022ILCHC,Adult,Male,,No Relation,Fled/Escaped,No,
20221022ILCHC,Adult,Male,,No Relation,Fled/Escaped,No,
20221021OHSHS,Adult,,,Police Officer/SRO,Law Enforcement,No,
20221021CAGRS,15,Male,,Student,Fled/Apprehended,No,
20221020COCAD,Adult,Male,,No Relation,Fled/Apprehended,No,
20221020PAPAP,Adult,Male,,No Relation,Surrendered,No,
20221019TNROR,,Male,,,Surrendered,No,
20221018NVSUL,,,,,Fled/Escaped,No,
20221018ORJEP,,,,,Fled/Escaped,No,
20221017CAWIS,,,,,Fled/Escaped,No,
20221017FLORT,Adult,Male,,No Relation,Fled/Escaped,No,
20221016VAFAR,Adult,,,No Relation,Fled/Escaped,No,
20221014LAJHA,,,,,Fled/Escaped,No,
20220908LAJHA,Teen,,,,Fled/Escaped,No,
20221014NCJAG,Adult,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20221014NCJAG,Adult,,,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by LE,No,
20221014VAWER,Adult,,,,Fled/Escaped,No,
20221014LABOB,Teen,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20221014LABOB,Adult,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20221014LABOB,15,,,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by Other,Yes,Fatal
20221014TNRIM,,,,,Fled/Escaped,No,
20221013NYSCB,Adult,,,No Relation,Fled/Escaped,No,
20221013NYSCB,Adult,,,No Relation,Fled/Escaped,No,
20221013TXJOD,Child,,,Student,Surrendered,No,
20221012NCCAC,14,Male,,Student,Surrendered,No,
20221011ORREP,,,,,Fled/Escaped,No,
20221011KSSAS,15,Male,,Student,Fled/Apprehended,No,
20221010WIJAM,17,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,Wounded
20221009MAWAA,,,,No Relation,Fled/Escaped,No,
20221008MOJCK,Teen,,,Student,Fled/Escaped,No,
20221007MIBAB,,,,,Fled/Escaped,No,
20221007NCJHG,,,,,Fled/Escaped,No,
20221007AZCAP,,,,,Fled/Escaped,No,
20221007OHWHT,,Male,,,Fled/Escaped,No,
20221006OHMAC,Adult,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20221004MAJB,17,Male,,Student,Fled/Apprehended,No,
20221004NCPIS,Child,,,No Relation,Fled/Apprehended,No,
20221003MIOXO,Adult,,,Police Officer/SRO,Law Enforcement,No,
20221001CACOO,37,Male,,,Fled/Apprehended,No,
20220930OKMCT,16,Male,,Student,Fled/Apprehended,No,
20220930NYNEN,,,,,Fled/Escaped,No,
20220928LASEB,15,Male,,Student,Fled/Apprehended,No,
20220928CARUO,Adult,,,,Fled/Escaped,No,
20220928CARUO,Adult,,,,Fled/Escaped,No,
20220927PAROP,21,Male,Black,No Relation,Fled/Apprehended,No,
20220927PAROP,17,Male,Black,Student,Fled/Apprehended,No,
20220927PAROP,15,Male,Black,Student,Fled/Apprehended,No,
20220927PAROP,16,Male,Black,Student,Fled/Apprehended,No,
20220927PAROP,16,Male,Black,Student,Fled/Apprehended,No,
20220927TXHGD,,,,,Fled/Escaped,No,
20220926GAVAV,,Male,,,Fled/Escaped,No,
20220923CANOC,Teen,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20220923WIROM,Adult,Male,,No Relation,Fled/Escaped,No,
20220923PAWEP,,,,,Fled/Escaped,No,
20220923DEAPM,,,,,Fled/Escaped,No,
20220923MNRIM,15,Male,,Student,Fled/Apprehended,No,
20220923MNRIM,16,Male,,Former Student,Fled/Apprehended,No,
20220922AZMOP,29,Female,Black,Parent,Apprehended/Killed by SRO,No,
20220921INJAS,Teen,,,Student,Fled/Apprehended,No,
20220920NYINB,36,Female,,No Relation,Suicide,No,Suicide
20220919FLTRS,Adult,Male,,Police Officer/SRO,Other,No,
20220919LALAN,Child,Male,,Student,Apprehended/Killed by LE,No,
20220917GAJOA,19,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20220916GALAA,Adult,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20220916GALAA,Adult,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20220916GALAA,Adult,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20220916NYPSN,Teen,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20220914PACON,Teen,,,Student,Apprehended/Killed by LE,No,
20220913UTBOB,Teen,Male,,Student,Fled/Apprehended,No,
20220913MIJAJ,,,,,Fled/Escaped,No,
20220913MDOXO,,,,,Fled/Escaped,No,
20220913CAVAV,Teen,Male,,Student,Fled/Escaped,No,
20220909WIWIR,,,,,Fled/Escaped,No,
20220909WIMIM,,,,No Relation,Fled/Escaped,No,
20220907OHBEB,Adult,Male,White,No Relation,Other,No,
20220907MDCAB,,,,,Fled/Escaped,No,
20220907WIBAM,17,Male,Black,No Relation,Fled/Apprehended,No,
20220907WIBAM,27,Male,Black,No Relation,Fled/Apprehended,No,
20220906IANOS,16,,,Student,Fled/Apprehended,No,
20220906IANOS,14,,,Student,Fled/Apprehended,No,
20220904FLBOL,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20220902MDMEB,17,Male,,Rival School Student,Apprehended/Killed by SRO,No,
20220902INJEL,15,Male,,Student,Fled/Apprehended,No,
20220831DCIDW,15,Male,,Student,Fled/Apprehended,No,
20220831NMDEA,17,Male,,Student,Fled/Apprehended,No,
20220831PAFRP,,,,No Relation,Fled/Escaped,No,
20220829CAMAO,12,Male,,Student,Fled/Apprehended,No,
20220827MONOS,42,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20220826OHGAC,,,,,Fled/Escaped,No,
20220823OHINC,,,,,Fled/Escaped,No,
20220823OHART,Adult,,,Parent,Fled/Escaped,No,
20220819LAAKN,12,Female,Black,Student,Fled/Apprehended,No,
20220819OHGRG,18,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by LE,No,
20220819TNWEC,16,Male,,,Fled/Apprehended,No,
20220818FLLER,18,Male,,Former Student,Fled/Apprehended,No,Wounded
20220816TXPOB,Teen,Male,,No Relation,Fled/Apprehended,No,
20220815CALIS,17,Male,,Student,Apprehended/Killed by SRO,No,
20220813ARMAL,,,,No Relation,Fled/Escaped,No,
20220812MISUG,Adult,Male,,No Relation,Fled/Apprehended,No,
20220812CASIV,,,,,Fled/Escaped,No,
20220811GAUCB,64,Male,,Other Staff,Fled/Apprehended,No,
20220810GAMCA,18,Male,,Student,Apprehended/Killed by SRO,No,
20220809PACHP,Adult,,,No Relation,Fled/Escaped,No,
20220805MATHL,25,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20220805GAJOJ,27,Male,Black,No Relation,Apprehended/Killed by LE,No,
20220803PALEP,Adult,Male,,No Relation,Fled/Escaped,No,
20220731CAOAO,Adult,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20220731CAOAO,Adult,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20220731CAOAO,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20220730NYRHH,,,,No Relation,Fled/Escaped,No,
20220729INCOS,51,Male,,No Relation,Attempted Suicide,Yes,Suicide
20220728KSMOG,22,Male,,No Relation,Attempted Suicide,No,Suicide
20220726PALAL,20,Male,White,No Relation,Fled/Apprehended,No,
20220726TXCOC,Adult,Male,Black,,Fled/Escaped,No,
20220725NYBRB,Adult,Male,Black,No Relation,Fled/Escaped,No,
20220720CAJOV,Adult,Male,Hispanic,No Relation,Fled/Escaped,No,
20220716NYCLS,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20220716GAAPF,Adult,,,No Relation,Fled/Escaped,No,
20220629CABUA,,,,No Relation,Fled/Escaped,No,
20220620ILGRC,,,,No Relation,Fled/Escaped,No,
20220613WAMAE,15,Male,,Student,Fled/Apprehended,No,
20220610ALBYB,Teen,Male,,Student,Fled/Apprehended,No,
20220609ALWAG,,,,Police Officer/SRO,Law Enforcement,No,
20220608ARLIL,,,,No Relation,Fled/Escaped,No,
20220607MIPED,,,,,Apprehended/Killed by SRO,No,
20220605INWEG,Teen,,,,Apprehended/Killed by LE,No,
20220601CAULL,,Male,,,Fled/Escaped,No,
20220531LAMON,18,Male,Black,,Fled/Apprehended,No,
20220531LAMON,40,Male,,Relative,Fled/Apprehended,No,
20220530CAHEL,Adult,Male,,No Relation,Fled/Escaped,No,
20220529ILDAC,,,,,Fled/Escaped,No,
20220529ILDAC,,,,,Fled/Escaped,No,
20220529ILDAC,,,,,Fled/Escaped,No,
20220526TXDUA,55,Male,White,Relative,Surrendered,No,Wounded
20220526SCMEG,,,,,Fled/Escaped,No,
20220525ILSTC,,,,,Fled/Escaped,No,
20220524WIRIM,Teen,Male,,Student,Fled/Escaped,No,
20220524TXROU,18,Male,,,Apprehended/Killed by LE,Yes,Fatal
20220524DCPOW,,,,,Fled/Escaped,No,
20220523PASIP,,,,,Fled/Escaped,No,
20220520VAPOD,Teen,Male,,Student,Apprehended/Killed by SRO,No,
20220520TNEAC,,,,No Relation,Fled/Escaped,No,
20220520OHCAC,Teen,Male,,Student,Fled/Apprehended,No,
20220520ILSOP,Adult,Female,,No Relation,Apprehended/Killed by LE,No,
20220520ALMAT,,,,No Relation,Fled/Escaped,No,
20220519VAGER,,,,,Fled/Escaped,No,
20220519MIEAK,18,Male,Black,Nonstudent,Fled/Apprehended,No,
20220519MIEAK,18,Male,Black,Nonstudent,Fled/Apprehended,No,
20220519MIEAK,,,,,Fled/Escaped,No,
20220519MIEAK,,,,,Fled/Escaped,No,
20220519MIEAK,,,,,Fled/Escaped,No,
20220518TNRIM,17,Male,,Former Student,Fled/Apprehended,No,
20220518FLPAP,13,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20220517ILWAC,7,,,Student,Surrendered,No,
20220517CASAS,,,,No Relation,Fled/Escaped,No,
20220516TXMEM,Teen,,,Student,Apprehended/Killed by LE,No,
20220515NHBEB,Teen,Male,,No Relation,Fled/Escaped,No,
20220515NHBEB,Teen,Male,,No Relation,Fled/Escaped,No,
20220515ILMEP,16,Male,,No Relation,Fled/Apprehended,No,
20220513GASOM,,,,,Fled/Escaped,No,
20220513FLALW,,,,Police Officer/SRO,,,
20220512TXHEH,18,Male,,Student,Fled/Apprehended,No,
20220512ARHOH,25,Male,,,Fled/Apprehended,No,Wounded
20220511FLJAJ,,Male,,,Fled/Escaped,No,
20220509NYEDS,Adult,Male,,,Fled/Escaped,No,
20220509GARIS,57,Female,Black,No Relation,Fled/Apprehended,No,
20220505OHLOL,13,Male,,Student,Suicide,Yes,Suicide
20220505OHLOL,Adult,Female,White,Parent,Apprehended/Killed by LE,No,
20220505ALDOD,20,Male,,No Relation,Apprehended/Killed by LE,No,
20220503CAARS,,,,No Relation,Fled/Escaped,No,
20220501VALOM,Adult,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20220501OHHAC,,,,,Fled/Escaped,No,
20220430PAMCJ,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20220427TXMOS,,,,Police Officer/SRO,,,
20220427INCOS,Child,,,Student,Fled/Apprehended,No,
20220426MIASI,Child,,,Student,Suicide,Yes,Suicide
20220426GASOM,,,,,Fled/Escaped,No,
20220426GASOM,Adult,Female,,,Fled/Escaped,No,
20220425WIWIM,,,,,Fled/Escaped,No,
20220425WIWIM,,,,,Fled/Escaped,No,
20220424MOHAF,18,Male,Black,,Fled/Apprehended,No,
20220424MOHAF,18,Male,Black,,Fled/Apprehended,No,
20220422ORHOS,Teen,Male,,,Fled/Apprehended,No,
20220422DCEDW,23,Male,,No Relation,Suicide,Yes,Suicide
20220422CAMOR,,,,,Fled/Escaped,No,
20220421NDMOM,,,,Police Officer/SRO,Law Enforcement,No,
20220416IAMED,Adult,,,,Fled/Escaped,No,
20220415VAGAW,16,Male,,Student,Fled/Apprehended,No,
20220414MSNEP,Teen,Male,,Rival School Student,Fled/Apprehended,No,
20220414MSNEP,Teen,Male,,Rival School Student,Fled/Apprehended,No,
20220414MSNEP,Teen,Male,,Rival School Student,Fled/Apprehended,No,
20220413MISHS,11,Male,,Student,Apprehended/Killed by SRO,No,
20220411ARPIP,Teen,Male,,,Apprehended/Killed by SRO,No,
20220410MALYL,,,,No Relation,Fled/Escaped,No,
20220406WVRIR,15,Male,,Student,Subdued by Students/Staff/Other,No,
20220406WASTM,,,,No Relation,Fled/Escaped,No,
20220406ORROP,,,,,Fled/Escaped,No,
20220405PAERE,Minor,Male,,Student,Fled/Apprehended,No,
20220403INBLB,18,Male,,,Fled/Apprehended,No,
20220403INBLB,15,,,,Fled/Apprehended,No,
20220331SCTAG,12,Male,,Student,Fled/Apprehended,No,
20220331PAACP,8,Male,,Student,Subdued by Students/Staff/Other,No,
20220330GABOA,31,Female,Black,Parent,Apprehended/Killed by SRO,No,Wounded
20220330AZKIK,14,Male,,Student,Fled/Apprehended,No,
20220329VALUR,Teen,,,Student,Apprehended/Killed by SRO,No,
20220329NVWEL,Adult,,,Police Officer/SRO,,No,
20220328TXNOF,,,,,Fled/Escaped,No,
20220328NCOAC,18,Male,Black,No Relation,Fled/Apprehended,No,
20220325UTHIS,Teen,Male,,Student,Fled/Escaped,No,
20220325UTHIS,Adult,Male,,No Relation,Fled/Escaped,No,
20220325TXROR,Teen,,,Student,Apprehended/Killed by LE,No,
20220325TXROR,Teen,,,Student,Apprehended/Killed by LE,No,
20220325TXROR,Teen,,,Student,Apprehended/Killed by LE,No,
20220325TXROR,Teen,,,Student,Apprehended/Killed by LE,No,
20220325TXROR,Teen,,,Student,Apprehended/Killed by LE,No,
20220325TNBRM,Adult,Male,,No Relation,Fled/Apprehended,No,
20220324VARIW,20,Male,Black,No Relation,Apprehended/Killed by SRO,No,
20220322VAJAR,Adult,,,No Relation,Fled/Escaped,No,
20220322TXWOD,Teen,,,Student,Fled/Escaped,No,
20220322FLNEN,17,Male,White,Student,Fled/Apprehended,No,
20220321MSLEP,Adult,Male,,No Relation,Apprehended/Killed by LE,No,
20220321MIMAK,36,Female,Black,Parent,Fled/Apprehended,No,
20220321AZDES,31,Male,,No Relation,Apprehended/Killed by LE,No,
20220319ALCEL,Adult,Male,Black,No Relation,Fled/Apprehended,No,
20220318RICEP,17,Male,,Student,Fled/Apprehended,No,
20220318RICEP,18,Male,,Student,Fled/Apprehended,No,
20220318ILBAB,Teen,Male,,Student,Fled/Apprehended,No,
20220317AKREW,Teen,Male,,Student,Fled/Escaped,No,
20220316CALOR,12,Male,,Student,Fled/Apprehended,No,
20220315WAEIY,15,Male,,Student,Fled/Apprehended,No,
20220315MDPAB,,,,,Fled/Escaped,No,
20220315MATEB,16,Male,,,Fled/Apprehended,No,
20220315MATEB,17,Male,,,Fled/Apprehended,No,
20220315GAFOF,Adult,,,No Relation,Apprehended/Killed by SRO,No,
20220314CAKRP,Adult,Male,,Principal/Vice-Principal,Suicide,Yes,Fatal
20220313PANEP,,,,,Fled/Escaped,No,
20220311WIJER,Child,,,Student,Apprehended/Killed by LE,No,
20220311OHMAM,,,,,Fled/Escaped,No,
20220311OHFAP,43,Male,,No Relation,Surrendered,No,
20220311CADER,Teen,Male,,Student,Fled/Escaped,No,
20220310TNHAM,Adult,Female,Black,Parent,Fled/Apprehended,No,
20220310MDCOL,Adult,Male,,,Fled/Escaped,No,
20220310COROH,17,Male,,Student,Surrendered,No,
20220309TXNOH,18,Male,Black,Student,Surrendered,No,
20220309NMESE,,,,,Fled/Escaped,No,
20220309FLNOM,18,Male,Black,,Fled/Apprehended,No,
20220309FLNOM,17,Male,Black,,Fled/Apprehended,No,
20220307IAEAD,17,Male,,,Fled/Apprehended,No,
20220307IAEAD,14,Male,,,Fled/Apprehended,No,
20220307IAEAD,16,Male,Hispanic,,Fled/Apprehended,No,
20220307IAEAD,17,Male,Hispanic,,Fled/Apprehended,No,
20220307IAEAD,16,Male,Hispanic,,Fled/Apprehended,No,
20220307IAEAD,Teen,Male,,,Fled/Apprehended,No,
20220304KSOLO,18,Male,Black,Student,Apprehended/Killed by SRO,No,Wounded
20220303MIJWL,,Male,,,Fled/Escaped,No,
20220228NYBOB,Teen,Male,,Student,Fled/Escaped,No,
20220227DCDUW,,,,,Fled/Escaped,No,
20220225NMWEA,14,Male,Hispanic,Student,Fled/Apprehended,No,
20220225ALSOH,10,,,Student,Surrendered,No,Wounded
20220223VAWOW,,,,,Fled/Escaped,No,
20220222TXALH,Adult,Male,,No Relation,Fled/Escaped,No,
20220222COLIP,,,,Police Officer/SRO,Law Enforcement,,
20220221MDJOH,Adult,Male,,No Relation,Fled/Escaped,No,
20220220OKWIW,Adult,Male,,,Fled/Escaped,No,
20220220MSMCM,Teen,Male,,,Fled/Apprehended,No,
20220219VACAC,,,,,Fled/Escaped,No,
20220218MATET,18,Male,,Rival School Student,Fled/Apprehended,No,
20220218MATET,17,Male,,Rival School Student,Fled/Apprehended,No,
20220218MATET,17,Male,,Rival School Student,Fled/Apprehended,No,
20220218MATET,16,Male,,Rival School Student,Fled/Apprehended,No,
20220217WAMCG,Adult,Male,,Gang Member,Fled/Escaped,No,
20220214FLLAL,39,Male,Black,,Fled/Apprehended,No,
20220211DCEAW,,,,,Fled/Escaped,No,
20220209NYMCB,17,Male,,Student,Fled/Apprehended,No,
20220209MNMIM,Adult,Male,,No Relation,Fled/Escaped,No,
20220208NYMOM,,,,,Fled/Escaped,No,
20220208MDCAC,16,Male,,Student,Fled/Apprehended,No,
20220204GASOD,Teen,Male,,Student,,No,Wounded
20220204ALWEB,,,,,Fled/Escaped,No,
20220203NCSPS,,,,,Fled/Escaped,No,
20220202KYLOR,,,,,Fled/Escaped,No,
20220201WIRUM,34,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20220201MNSOR,18,Male,Hispanic,Student,Fled/Apprehended,No,
20220201MNSOR,19,Male,Hispanic,Student,Fled/Apprehended,No,
20220201ILALC,Adult,Male,,No Relation,Fled/Escaped,No,
20220129WIBEB,19,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20220128LACAM,Adult,Male,,No Relation,Fled/Escaped,No,
20220127TXMOH,Adult,Male,,No Relation,Fled/Escaped,No,
20220126PABAP,,,,,Fled/Escaped,No,
20220124NVSUL,,,,,Fled/Escaped,No,
20220124IDDAD,40,Male,White,No Relation,Apprehended/Killed by LE,No,
20220121MDMAR,17,Male,,Student,Fled/Apprehended,No,
20220121GAMCA,19,Male,Black,Student,Fled/Apprehended,No,
20220119VAMAP,19,Male,,,Fled/Apprehended,No,
20220119VAMAP,18,Male,,,Fled/Apprehended,No,
20220119VAMAP,Teen,Male,,,Fled/Apprehended,No,
20220119PAPIP,16,Male,Black,Nonstudent,Fled/Apprehended,No,
20220119PAPIP,15,Male,Black,Nonstudent,Fled/Apprehended,No,
20220119FLSES,16,Male,Black,Student,Fled/Apprehended,No,
20220119DCANW,Adult,Male,,No Relation,Fled/Escaped,No,
20220117TXPYH,Adult,Male,,No Relation,Fled/Escaped,No,
20220117TXPYH,Adult,Male,,No Relation,Fled/Escaped,No,
20220117TXPYH,Adult,Male,,No Relation,Fled/Escaped,No,
20220114MDGAG,27,Male,Hispanic,No Relation,Apprehended/Killed by LE,No,
20220111NMVAA,,,,,Fled/Escaped,No,
20220106CAFLS,Teen,Male,,Student,Fled/Escaped,No,
20220104ILAUR,16,Male,,Student,Fled/Apprehended,No,
20220104ILAUR,17,Male,,Student,Fled/Apprehended,No,
20220103WACHP,Adult,Female,,No Relation,Fled/Apprehended,No,
20220103OHCOC,,,,No Relation,Fled/Escaped,No,
20211229NCCAS,Teen,Male,,Student,Fled/Apprehended,No,
20211229NCCAS,Teen,Male,,Student,Fled/Apprehended,No,
20211217TXWOD,Teen,Male,White,Student,Fled/Apprehended,No,
20211216SCEAC,15,Male,,Student,Fled/Apprehended,No,
20211216NYPSB,Adult,Male,,No Relation,Fled/Escaped,No,
20211214WISOM,18,Male,Black,Student,Fled/Escaped,No,
20211214VAMEN,18,Male,Black,Rival School Student,Fled/Apprehended,No,
20211213NCWEC,Teen,Male,,Student,Fled/Apprehended,No,
20211213FLEAO,Teen,,,Student,Fled/Escaped,No,
20211212NYSCR,21,Male,,No Relation,Fled/Escaped,No,
20211211GAJOG,17,Male,,Student,Fled/Apprehended,No,
20211211FLEDL,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20211210OHCAC,Adult,Male,,No Relation,Apprehended/Killed by LE,No,
20211210NCJEC,,,,No Relation,Fled/Apprehended,No,
20211210NCJEC,,,,No Relation,Fled/Escaped,No,
20211209NYGRN,Adult,Male,,No Relation,Fled/Escaped,No,
20211208MOEWK,,Male,,,Fled/Escaped,No,
20211208KYSTL,,,,No Relation,Fled/Escaped,No,
20211207ILHAC,23,Male,Black,No Relation,Fled/Apprehended,No,
20211206NYSUS,16,Male,,Student,Fled/Apprehended,No,
20211206CAWIW,Adult,Male,,No Relation,Fled/Escaped,No,
20211206CAWIW,Adult,Male,,No Relation,Fled/Escaped,No,
20211203ARBLB,19,Male,,No Relation,Fled/Apprehended,No,
20211202WAGAS,Teen,Male,,,Fled/Escaped,No,
20211201TXSAP,21,Male,,No Relation,Apprehended/Killed by SRO,No,
20211130TNHUH,21,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20211130OHWHW,18,Male,,,Surrendered,No,Wounded
20211130MIOXO,15,Male,,Student,Surrendered,No,
20211130CALOL,,,,No Relation,Fled/Escaped,No,
20211129ILWER,Teen,Male,,Student,Fled/Escaped,No,
20211129AZCHP,Teen,Male,,Student,Fled/Escaped,No,
20211126CAWES,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20211125SCCEP,,,,,Fled/Escaped,No,
20211124ILTHH,,,,,Fled/Escaped,No,
20211123OHCLC,Adult,Male,,No Relation,Fled/Escaped,No,
20211119MDGIB,,,,No Relation,Fled/Escaped,No,
20211119COHIA,16,Male,,Student,Fled/Apprehended,No,
20211119COHIA,16,Male,,Student,Fled/Apprehended,No,
20211119COHIA,16,Male,,Student,Fled/Apprehended,No,
20211119COHIA,17,Male,,Student,Fled/Apprehended,No,
20211116NYPSB,45,Male,,No Relation,Apprehended/Killed by SRO,No,
20211116FLJAJ,Adult,,,No Relation,Fled/Escaped,No,
